"title";"author";"abstract";"year";"keywords"
"2047";"The history of Danube loess research";"Slobodan B. Markovi{'c";"The loess-paleosol sequences of the Danube basin contain the longest and most complete terrestrial records of Middle and Late Pleistocene paleoclimates in Europe. Consequently it is no surprise that scientific research into European loess began in this region and has a long and distinguished history. European loess research was initiated by Count Marsigli in the Serbian Vojvodina in the late 17th century, formed the focus of the international Loess Commission which straddled both sides of the Iron Curtain from 1961, and culminated with George Kukla's seminal studies in the 1970s correlating the loess archives with deep-sea sediments. The rise in popularity of the longer Chinese loess sequences in the early 1980s shifted the international research focus away from Europe, and it was not until the change of century that scientific investigation intensified in the region ? this time with much more sophisticated tools for analysis.  Despite its potential as one of Europe's most valuable Quaternary archives, scientific research into Danube loess has until recently been hindered both by landscape heterogeneity and the large number of countries it covers. These have presented a major limiting factor in developing a unified research approach. For decades, regional/national loess stratigraphic models were defined separately. Difficulties in correlating such schemes persist, especially since these often change significantly with advances in dating methodologies. A cooperative effort is necessary to synthesize the available data, which requires not only the insights from but also the perspective provided by an appreciation of the history of the research.  In this study we present a critical historical overview of loess research in the Danube region. We classify the major research phases throughout the long tradition of Danube loess investigations into five categories: (1) the Early period (late 17th century until 1920) extending from Marsigli to Penck; (2) the Classic period (1920?1961) encompassing the contributions of Milankovi{'c";2016;"danube, loess, research, europe, history"
"2048";"Late Holocene environmental changes as recorded in the sediments of high Andean Laguna Chepical, Central Chile (32?S; 3050ma.s.l.)";"Alejandra Martel-Cea and Antonio Maldonado and Martin Grosjean and Ingrid Alvial and Rixt de Jong and Sherilyn C. Fritz and Lucien von Gunten";"";2016;"autism, intervention, preschool, peer, communication"
"2049";"A route to systematic error in forecasts of Rossby waves";"O. Mart{'i";"";2016;"alcohol, pregnancy, health, prenatal, screening"
"2050";"Rural?Urban Linkages and Sustainable Regional Development: The Role of Entrepreneurs in Linking Peripheries and Centers";"Heike Mayer and Antoine Jean Habersetzer and Rahel Meili";"";2016;"dementia, prevalence, nigeria, risk factors, community"
"2051";"New Highlander Entrepreneurs in the Swiss Alps";"Heike Mayer and Rahel Meili";"";2016;"breastfeeding, benefits, exclusive, initiation, childhood"
"2052";"Capital city dynamics: linking regional innovation systems, locational policies and policy regimes";"Heike Mayer and Fritz Sager and David Kaufmann and Martin Victricius Warland";"";2016;"enhance, insulation, packaging, simulation, optimize"
"2053";"Base metal fluxes from fig trees to soil on Barro Colorado Island, Panama: potential contribution of the common frugivorous bat Artibeus jamaicensis";"Tobias Messmer and Matthias Wiggenhauser and Hilario Espinosa Ortega and Larissa Albrecht and Marco Tschapka and Wolfgang Wilcke";"";2016;"blood, glucose, level, monitor, diabetes"
"2054";"A novel method to determine trimethylantimony concentrations in plant tissue";"Adrien Mestrot and Ying Ji and Susan Tandy and Wolfgang Wilcke";"";2016;"technological, change, e-commerce, small, firms"
"2055";"In light of seasonal climatic and anthropogenic changes, is the Vaud canton (Switzerland) vulnerable to water stress by the medium-term?";"Marianne Milano and Emmanuel Reynard and Nina Bosshard and Rolf Weingartner";"";2016;"brain, networks, development, connectivity, adolescence"
"2056";"Affective nationalism: Banalities of belonging in Azerbaijan";"Elisabeth Militz and Carolin Schurr";"While Michael Billig's ?banal nationalism? points to the significance of the trivial reproduction of national representations in everyday routines, feminist political geographers have highlighted how the nation is brought into being through embodied and emotional practices. Building upon and extending these notions of the nation as represented and embodied, the paper argues that the nation also takes shape through bodily encounters and joyful as well as painful affections. In what we call ?affective nationalism?, the nation emerges in moments of encounter between different bodies and objects through embodying, sharing, enjoying or disliking what feels national. We combine a Deleuzian reading of affect that discloses the mechanisms of material becomings with feminist scholarship sensitive to how bodies affect and are affected differently by materially produced nationalisms. Based on ethnographic field research in Azerbaijan, which we present in three vignettes, we untangle the affective becoming of national bodies, objects and places during a publicly staged ceremony of the collective remembrance of martyr and the celebration of a national holiday within the realm of a family. The paper makes two contributions to researching affective nationalism. First, it enquires into how people identify with Azerbaijan through their capacities to affect and to be affected by what feels national and, second, it explores how affective nationalism can be captured through vignettes of affective writing.";2016;"banal, embodied, affective, bodies, objects"
"2057";"Brennpunkt Klima Schweiz. Grundlagen, Folgen und Perspektiven";"Lea M{\"u";"";2016;"brain, connectivity, seizure, epilepsy, adolescent"
"2058";"Assemblage thinking and actor-network theory: conjunctions, disjunctions, cross-fertilisations";"Martin M{\"u";"This paper shows that assemblage thinking and actor?network theory (ANT) have much more to gain from each other than debate has so far conceded. Exploring the conjunctions and disjunctions between the two approaches, it proposes three cross?fertilisations that have implications for understanding three key processes in our socio?material world: stabilisation, change and affect. First, the conceptual vocabulary of ANT can enrich assemblage thinking with an explicitly spatial account of the ways in which assemblages are drawn together, reach across space and are stabilised. Second, each approach is better attuned to conceptualising a particular kind of change in socio?material relations: ANT describes change without rupture, or fluidity, whereas assemblage thinking describes change with rupture, or events. Third and last, assemblage thinking could fashion ANT with a greater sensitivity for the productive role of affect in bringing socio?material relations into being through the production of desire/wish (d{'e";2016;"assemblage, actor, network, spatial, affect"
"2059";"Seasonal rainfall variability in southeast Africa during the nineteenth century reconstructed from documentary sources";"David J. Nash and Kathleen Pribyl and J{o";"";2016;"pseudotyped, lentivirus, antibody, neutralization, variants"
"2060";"Spatial and temporal distribution of hailstorms in the Alpine region: a long-term, high resolution, radar-based analysis";"Luca Domenico Nisi and Olivia Romppainen-Martius and A. Hering and M. Kunz and U. Germann";"";2016;"adaptive, holographic, microscopy, sensing, nanostructures"
